symptom,disease
"I have queasiness, mind feels foggy, running a temperature and constant headaches.",meningitis
"Recently I've started having running a temperature, vomiting a lot, feeling sick to my stomach and stiff neck.",meningitis
"I keep having running a temperature, bright lights are painful and puking and it's getting worse.",meningitis
"I've been dealing with throwing up, rigid neck, bright lights are painful, the urge to vomit and running a temperature and I'm worried.",meningitis
"I keep feeling high temperature, been sick multiple times combined with photosensitivity.",meningitis
I have upset stomach and puking.,meningitis
"My problem is general weakness, balance issues, tingling sensation and coordination problems for a while now.",multiple sclerosis
"I keep feelin coordination problems, pins and needles, general weakness, balance issues and vision problems.",multiple sclerosis
"I've been dealing with kinda body feels like jelly, coordination problems, pins and needles, tingling sensation, vision problems and balance issues and I don't know what to do.",multiple sclerosis
"I keep noticing vision problems, coordination problems, feeling really weak, tingling sensation, loss of sensation and also balance issues.",multiple sclerosis
"I have vision problems, tingling sensation, balance issues, coordination problems plus body feels like jelly recently.",multiple sclerosis
"Doctor, I'm dealing with vision problems, exhaustion, loss of sensation, no strength at all, tingling sensation and also coordination problems and I'm worried.",multiple sclerosis
"I'm suffering from vision problems, numbness in my body combined with tingling sensation.",multiple sclerosis
"I've been dealing with coordination problems, always tired, body feels like jelly, body parts going numb, tingling sensation and vision problems and I'm worried.",multiple sclerosis
"My problem is feeling really weak, tiredness, vision problems and body parts going numb.",multiple sclerosis
"I feel exhaustion, no strength at all, loss of sensation, coordination problems, tingling sensation and vision problems and it's getting worse.",multiple sclerosis
"I keep having vision problems, balance issues, exhaustion, coordination problems, body feels like jelly plus numbness in my body.",multiple sclerosis
"I feel loss of sensation, vision problems, coordination problems, tiredness and balance issues and I'm worried.",multiple sclerosis
"I've been experiencing vision problems, general weakness, coordination problems, loss of sensation and balance issues for a while now.",multiple sclerosis
"I keep feeling feeling drained, pins and needles, body feels like jelly, balance issues, coordination problems and vision problems.",multiple sclerosis
"Doctor, I'm dealing with coordination problems, pins and needles, balance issues and vision problems.",multiple sclerosis
"I wanted to tell you about vision problems, coordination problems, feeling drained and balance issues since a few days.",multiple sclerosis
"I feel vision problems, coordination problems, tingling sensation, loss of sensation plus low energy recently.",multiple sclerosis
"I've been dealing with tiredness, vision problems, tingling sensation, pins and needles and also balance issues.",multiple sclerosis
"Doctor, I've been having vision problems, balance issues, pins and needles and tingling sensation.",multiple sclerosis
"I have loss of sensation, coordination problems, vision problems and tingling sensation for a while now.",multiple sclerosis
"Been having vision problems, general weakness, loss of sensation, tingling sensation, balance issues, coordination problems and exhaustion and it's getting worse.",multiple sclerosis
"I keep feeling always tired, coordination problems, numbness in my body, tingling sensation, balance issues and no strength at all.",multiple sclerosis
"My problem is tingling sensation, vision problems, coordination problems, body feels like jelly, balance issues, low energy and loss of sensation for a while now.",multiple sclerosis
"Doctor, I'm dealing with numbness in my body, feeling drained, balance issues, no strength at all, tingling sensation, coordination problems and also vision problems.",multiple sclerosis
"I keep having body feels like jelly, numbness in my body, coordination problems, tingling sensation, exhaustion, vision problems and also balance issues recently.",multiple sclerosis
"I'm suffering from back hurts badly, losing my height, limited mobility, joints hurting bad, body feels like jelly, stooped posture and fractured bones and I don't know what to do.",osteoporosis
"Been having back hurts badly, limited mobility, bones breaking easily, sore joints and also no strength at all for a while now.",osteoporosis
"Been having back hurts badly, fractured bones, stooped posture, pain in my joints, feeling really weak, limited mobility plus losing my height and I don't know what to do.",osteoporosis
"Been having fragile bones, joints hurting bad, stooped posture, limited mobility plus pain in my back for a while now.",osteoporosis
"Doctor, I'm dealing with losing my height, limited mobility and aching joints since a few days.",osteoporosis
"I feel sore joints, limited mobility, fractured bones, losing my height plus pain in my back since a few days.",osteoporosis
I'm suffering from constant backache and losing my height.,osteoporosis
"Recently I've been having limited mobility, bones breaking easily, pain in my joints, losing my height and constant backache and I'm worried.",osteoporosis
"Lately I've had limited mobility, back hurts badly, also fragile bones and I don't know what to do.",osteoporosis
I've been having limited mobility along with fragile bones.,osteoporosis
"Lately I've had fractured bones, stooped posture plus back hurts badly for a while now.",osteoporosis
"I keep feeling constant backache, pain in my joints, stooped posture and losing my height recently.",osteoporosis
"I've been experiencing sore joints, pain in my back along with fragile bones and I'm worried.",osteoporosis
"Doctor, I'm dealing with pain in my back, sore joints, bones breaking easily, stooped posture, losing my height and general weakness for a while now.",osteoporosis
"I have fragile bones, sore joints plus stooped posture recently.",osteoporosis
"I keep experiencing limited mobility, sore joints, feeling really weak and fragile bones for a while now.",osteoporosis
I keep having feeling really weak plus pain in my joints for a while now.,osteoporosis
I'm suffering from limited mobility plus fractured bones.,osteoporosis
I keep having aching joints combined with fragile bones.,osteoporosis
"I've been experiencing pain in my joints, fragile bones plus limited mobility.",osteoporosis
"I've been dealing with no strength at all, losing my height, stooped posture and bones breaking easily.",osteoporosis
I keep feelin general weakness and losing my height and it's getting worse.,osteoporosis
"I have body feels like jelly, bones breaking easily, stooped posture and losing my height.",osteoporosis
Recently I've been dealing with losing my height combined with bones breaking easily since a few days.,osteoporosis
"got body feels like jelly, fractured bones, stooped posture and losing my height for a while now.",osteoporosis
"Recently I've been having balance issues, fluid drainage, ear fullness and ear ache for a while now.",otitis media
"I keep feeling high temperature, fluid drainage, ear fullness, irritability, throbbing ear pain and also balance issues.",otitis media
"Doctor, I'm dealing with ear fullness, my body's been burning up, fluid drainage, balance issues, pain deep in my ear and irritability recently.",otitis media
"I have fluid drainage, my body's been burning up as well as balance issues.",otitis media
"I feel fluid drainage, ear ache along with balance issues and I don't know what to do.",otitis media
"Lately I've had running a temperature, ear fullness and fluid drainage.",otitis media
"I'm going through my body's been burning up, fluid drainage, irritability and ear fullness.",otitis media
I'm suffering from ear ache along with irritability and I'm worried.,otitis media
"I have pain deep in my ear, feeling feverish, irritability and ear fullness since a few days.",otitis media
"I've been dealing with throbbing ear pain, high temperature and ear fullness.",otitis media
"Doctor, I'm dealing with my body's been burning up, ear ache, ear fullness, balance issues, hearing loss plus irritability.",otitis media
"Been having feeling feverish, balance issues, hearing loss, irritability and ear fullness and I don't know what to do.",otitis media
"I've been experiencing ear fullness, hearing loss, my body's been burning up, balance issues, my ear really hurts and irritability.",otitis media
"I feel irritability, throbbing ear pain, balance issues and ear fullness and it's getting worse.",otitis media
"I feel balance issues, ear fullness, ear ache, hearing loss, irritability and also my body's been burning up and it's getting worse.",otitis media
"I have hearing loss, ear fullness, also running a temperature for a while now.",otitis media
"My problem is ear fullness, ear ache, hearing loss, high temperature plus irritability since a few days.",otitis media
"Lately I've had hearing loss, throbbing ear pain, ear fullness and irritability since a few days.",otitis media
"Doctor, I've been experiencing ear fullness, hearing loss, my ear really hurts and my body's been burning up.",otitis media
"Recently I've been experiencing irritability, ear fullness, hearing loss and ear ache for a while now.",otitis media
"I have fluid drainage, irritability, hearing loss and ear fullness.",otitis media
"Over the past few days I've noticed feeling feverish, throbbing ear pain, fluid drainage, ear fullness, irritability plus hearing loss recently.",otitis media
"Recently I've been having ear ache, hearing loss and fluid drainage and I don't know what to do.",otitis media
"I keep having ear fullness, high temperature, throbbing ear pain, fluid drainage and irritability for a while now.",otitis media
"Been having irritability, hearing loss, ear fullness, my body's been burning up and fluid drainage recently.",otitis media
"Recently I've been having running a temperature, losing weight unexpectedly, throwing up, tummy ache and also the urge to vomit recently.",pancreatitis
"Lately I've had high temperature, queasiness, losing weight unexpectedly, tummy ache plus vomiting a lot recently.",pancreatitis
Recently I've been having unintentional weight drop as well as running a temperature.,pancreatitis
"Lately I've had throwing up, gut pain, also unintentional weight drop and I'm worried.",pancreatitis
I've been experiencing the urge to vomit combined with vomiting a lot for a while now.,pancreatitis
"I have gut pain, feeling sick to my stomach, also rapid pulse recently.",pancreatitis
"I'm suffering from rapid pulse, unintentional weight drop combined with tummy ache recently.",pancreatitis
I'm dealing with queasiness combined with tummy ache recently.,pancreatitis
"I'm suffering from queasiness, tummy ache combined with rapid pulse since a few days.",pancreatitis
I've been experiencing a bit rapid pulse and tummy ache for a while now.,pancreatitis
"Been having abdominal tenderness, the urge to vomit, tummy ache nd dropping weight without trying and I don't know what to do.",pancreatitis
"Been having dropping weight without trying, vomiting a lot and stomach cramps since a few days.",pancreatitis
"I have losing weight unexpectedly, throwing up, abdominal tenderness and gut pain.",pancreatitis
"I've been dealing with stomach cramps, upset stomach plus been sick multiple times.",pancreatitis
"I've been dealing with feeling sick to my stomach, abdominal tenderness, pain in my belly and losing weight unexpectedly and it's getting worse.",pancreatitis
"I wanted to tell you about puking, dropping weight without trying and rapid pulse recently.",pancreatitis
"For a while now I've had puking, unintentional weight drop, rapid pulse, tummy ache plus upset stomach since a few days.",pancreatitis
"My problem is rapid pulse, throwing up, feeling sick to my stomach, abdominal tenderness and also tummy ache.",pancreatitis
"I feel vomiting a lot, abdominal tenderness, the urge to vomit, losing weight unexpectedly and tummy ache and I'm worried n stuff",pancreatitis
"I feel throwing up, losing weight unexpectedly, abdominal tenderness and rapid pulse and it's getting worse.",pancreatitis
I keep feeling stomach cramps and rapid pulse recently.,pancreatitis
"I keep noticing vomiting a lot, gut pain as well as abdominal tenderness and it's getting worse.",pancreatitis
"I'm troubled by puking, abdominal tenderness, rapid pulse and tummy ache.",pancreatitis
I'm suffering from abdominal tenderness and rapid pulse and it's getting worse.,pancreatitis
"I keep feeling rapid pulse, abdominal tenderness, pain in my belly n puking.",pancreatitis
"I keep having slowed movement, muscle rigidity as well as balance problems.",parkinson's disease
I've been going through balance problems and feeling completely worn out and it's getting worse.,parkinson's disease
"Been having uncontrollable trembling, tiredness, slowed movement, balance problems and muscle rigidity.",parkinson's disease
"doc I've been having muscle rigidity, slowed movement, trembling hands and balance problems recently.",parkinson's disease
I keep having trembling hands as well as muscle rigidity.,parkinson's disease
"Recently I've been having balance problems, writing difficulty, also slowed movement for a while now.",parkinson's disease
"I feel hands keep shaking, exhaustion, muscle rigidity, slowed movement, balance problems and writing difficulty.",parkinson's disease
"I keep feeling balance problems, muscle rigidity as well as hands keep shaking since a few days.",parkinson's disease
"I'm struggling with muscle rigidity, writing difficulty, slowed movement, tiredness and trembling hands and it's getting worse.",parkinson's disease
"I've been dealing with balance problems, low energy, muscle rigidity, hands keep shaking, writing difficulty and slowed movement.",parkinson's disease
"I feel trembling hands, feeling completely worn out and speech changes recently.",parkinson's disease
"Recently I've been having always tired, speech changes, muscle rigidity and slowed movement since a few days.",parkinson's disease
"I've been dealing with balance problems, slowed movement and trembling hands recently.",parkinson's disease
"I have balance problems, muscle rigidity, always tired, slowed movement and also uncontrollable trembling recently.",parkinson's disease
"I'm suffering from muscle rigidity, balance problems, hands keep shaking, always tired, slowed movement and speech changes and I'm worried tbh",parkinson's disease
"I keep having muscle rigidity, slowed movement plus speech changes and I don't know what to do.",parkinson's disease
"Been having slowed movement, muscle rigidity, speech changes, balance problems, always tired and also writing difficulty.",parkinson's disease
"Lately I've had muscle rigidity, balance problems, speech changes, low energy and slowed movement for a while now.",parkinson's disease
"My problem is speech changes, tiredness and slowed movement since a few days.",parkinson's disease
"Lately I've had balance problems, feeling completely worn out and speech changes.",parkinson's disease
"Doctor, I'm dealing with balance problems, involuntary shaking combined with writing difficulty recently.",parkinson's disease
"Been having muscle rigidity, balance problems, slowed movement and writing difficulty.",parkinson's disease
"I keep experiencing muscle rigidity, slowed movement, writing difficulty and balance problems and I'm worried.",parkinson's disease
"I keep feeling writing difficulty, balance problems, muscle rigidity, slowed movement and uncontrollable trembling and I'm worried.",parkinson's disease
Lately I've been dealing with involuntary shaking plus balance problems and I'm worried.,parkinson's disease
"I keep feeling losing weight unexpectedly, throwing up, heartburn and upset stomach for a while now.",peptic ulcer disease
"Been having heartburn, no desire to eat, the urge to vomit and puking since a few days.",peptic ulcer disease
"I feel losing weight unexpectedly, can't eat properly, bloating, vomiting a lot, the urge to vomit plus heartburn recently.",peptic ulcer disease
"My problem is lost my appetite, feeling sick to my stomach, burning stomach pain, throwing up and also losing weight unexpectedly.",peptic ulcer disease
"Lately I've had no desire to eat, throwing up, also bloating and I'm worried.",peptic ulcer disease
"I've been experiencing burning stomach pain, can't eat properly, also upset stomach and I don't know what to do.",peptic ulcer disease
"I wanted to tell you about lost my appetite, heartburn, unintentional weight drop, bloating and throwing up.",peptic ulcer disease
"I wanted to tell you about vomiting a lot, burning stomach pain, losing weight unexpectedly, the urge to vomit, heartburn and can't eat properly since a few days.",peptic ulcer disease
"I have burning stomach pain, can't eat properly plus upset stomach and it's getting worse.",peptic ulcer disease
"I wanted to tell you about lost my appetite, burning stomach pain, bloating, vomiting a lot plus unintentional weight drop since a few days.",peptic ulcer disease
"Been having been sick multiple times, feeling sick to my stomach, bloating and heartburn.",peptic ulcer disease
"I have heartburn, dropping weight without trying, feeling sick to my stomach and puking since a few days.",peptic ulcer disease
"I'm suffering from feeling sick to my stomach, heartburn and bloating and I'm worried.",peptic ulcer disease
I've been experiencing dropping weight without trying as well as throwing up recently.,peptic ulcer disease
"I have dropping weight without trying, throwing up, bloating and heartburn since a few days.",peptic ulcer disease
I keep feeling heartburn and been sick multiple times.,peptic ulcer disease
"I wanted to tell you about queasiness, heartburn, been sick multiple times and unintentional weight drop and it's getting worse.",peptic ulcer disease
"The issue I'm facing is throwing up, unintentional weight drop, bloating and heartburn for a while now.",peptic ulcer disease
"I've been experiencing unintentional weight drop, vomiting a lot, bloating and feelin sick to my stomach and I don't know what to do.",peptic ulcer disease
"Doctor, I'm struggling with puking plus bloating recently.",peptic ulcer disease
"I keep feeling burning stomach pain, throwing up and heartburn for a while now.",peptic ulcer disease
"I feel burning stomach pain, losing weight unexpectedly, vomiting a lot and heartburn.",peptic ulcer disease
"I have burning stomach pain, throwing up, heartburn and dropping weight without trying since a few days.",peptic ulcer disease
"Recently I've been having burning stomach pain, heartburn and vomiting a lot since a few days.",peptic ulcer disease
"I keep feeling puking, burning stomach pain along with dropping weight without trying.",peptic ulcer disease
"I keep having unintentional weight drop, heartburn, burning stomach pain and been sick multiple times.",peptic ulcer disease
"Lately I've had burning stomach pain, been sick multiple times and heartburn and I'm worried.",peptic ulcer disease
"I've been struggling with heartburn, throwing up, unintentional weight drop and burning stomach pain since a few days.",peptic ulcer disease
"Been having heartburn, unintentional weight drop combined with burning stomach pain.",peptic ulcer disease
I keep getting losing weight unexpectedly and throwing up.,peptic ulcer disease
"My problem is throwing up, bloating, unintentional weight drop, heartburn plus burning stomach pain and it's getting worse.",peptic ulcer disease
"Lately I've had burning stomach pain, bloating, losing weight unexpectedly, feeling sick to my stomach and also heartburn since a few days.",peptic ulcer disease
"I keep feeling upset stomach, throwing up combined with bloating.",peptic ulcer disease
"Recently I've been having unintentional weight drop, burning stomach pain, heartburn and been sick multiple times and I don't know what to do.",peptic ulcer disease
"I'm suffering from bloating, queasiness, vomiting a lot, dropping weight without trying, burning stomach pain plus heartburn and it's getting worse.",peptic ulcer disease
"I have bloating, losing weight unexpectedly, upset stomach and been sick multiple times and I'm worried.",peptic ulcer disease
"These days I've been having burning stomach pain, bloating as well as throwing up.",peptic ulcer disease
"Lately I've had unintentional weight drop, heartburn, queasiness, vomiting a lot plus bloating for a while now.",peptic ulcer disease
"My problem is the urge to vomit, dropping weight without trying, burning stomach pain and bloating for a while now.",peptic ulcer disease
"What's bothering me is bloating, heartburn, feeling sick to my stomach, losing weight unexpectedly and burning stomach pain.",peptic ulcer disease
"I've been dealing with upset stomach, also been sick multiple times.",peptic ulcer disease
"I keep feeling been sick multiple times, upset stomach plus burning stomach pain and I'm worried.",peptic ulcer disease
"doc I've been having queasiness, vomiting a lot, also bloating recently.",peptic ulcer disease
"been dealing with queasiness, burning stomach pain, bloating and been sick multiple times for a while now.",peptic ulcer disease
"I feel bloating, vomiting a lot, burning stomach pain and queasiness and I don't know what to do.",peptic ulcer disease
"I feel burning stomach pain, been sick multiple times, bloating and feeling sick to my stomach.",peptic ulcer disease
I have queasiness combined with been sick multiple times for a while now.,peptic ulcer disease
"Been having bloating, throwing up and queasiness.",peptic ulcer disease
"I have bloating, upset stomach, burning stomach pain and vomiting a lot and I'm worried.",peptic ulcer disease
"I've been dealing with been sick multiple times, burning stomach pain, also feeling sick to my stomach and I don't know what to do.",peptic ulcer disease
"Doctor, I'm dealing with my body's been burning up, chest hurts, breathlessness and feeling drained.",pneumonia
"I'm suffering from rapid breathing, chills, always tired, tightness in my chest and also breathlessness and I don't know what to do.",pneumonia
"My problem is tiredness, chills, chest hurts, running a temperature, getting winded easily plus rapid breathing and I'm worried.",pneumonia
"I have rapid breathing, high temperature, chills, sharp chest pain nd trouble catching my breath and it's getting worse.",pneumonia
"I've been experiencing chills, breathlessness, rapid breathing and chest hurts tbh",pneumonia
"I've been dealing with my body's been burning up, rapid breathing, sharp chest pain, exhaustion and getting winded easily since a few days.",pneumonia
"I keep having low energy, trouble catching my breath, rapid breathing, tightness in my chest plus high temperature and I'm worried.",pneumonia
"My problem is always tired, trouble catching my breath, my body's been burning up, rapid breathing, chest hurts nd chills since a few days.",pneumonia
"Recently I've started having always tired, rapid breathing, chills, running a temperature, pain in my chest and trouble catching my breath for a while",pneumonia
"Recently I've been having feeling drained, rapid breathing and chest hurts and I don't know what to do n stuff",pneumonia
"My problem is feeling feverish, tiredness along with rapid breathing and I'm worried.",pneumonia
"I'm suffering from tiredness, feeling feverish and chills and I'm worried.",pneumonia
"I feel rapid breathing, chills, low energy and high temperature and I don't know what to do.",pneumonia
"I wanted to tell you about chills, low energy, my body's been burning up and rapid breathing.",pneumonia
"I wanted to tell you about high temperature, chills, always tired and rapid breathing and I don't know what to do.",pneumonia
"My problem is chills, rapid breathing, high temperature and always tired and it's getting worse.",pneumonia
"I'm going through my body's been burning up, rapid breathing, chills and feeling drained since a few days.",pneumonia
"Doctor, I've been having low energy, also chills recently.",pneumonia
"Recently I've been having chills, my body's been burning up and always tired and I'm worried.",pneumonia
"Doctor, I'm dealing with chills as well as high temperature since a few days.",pneumonia
"My problem is my body's been burning up, rapid breathing, chest hurts and persistent cough.",pneumonia
"Recently I've been experiencing high temperature, breathlessness, low energy, tightness in my chest, a nagging cough plus rapid breathing since a few days.",pneumonia
"I'm troubled by high temperature, a nagging cough combined with feeling completely worn out.",pneumonia
"I'm suffering from rapid breathing, high temperature, a nagging cough, hard to breathe, sharp chest pain and feeling drained and I don't know what to do.",pneumonia
"I have running a temperature, can't stop coughing, rapid breathing, feeling drained plus trouble catching my breath and it's getting worse.",pneumonia
"Lately I've had a nagging cough, hard to breathe, feelin feverish, rapid breathing, pain in my chest and also feeling drained recently.",pneumonia
"I keep having my body's been burning up, rapid breathing, always tired, a nagging cough and also tightness in my chest for a while",pneumonia
"Doctor, I'm dealing with can't stop coughing, breathlessness, rapid breathing, chest hurts, always tired and also my body's been burning up.",pneumonia
"I've been experiencing tiredness, feeling feverish combined with rapid breathing.",pneumonia
"My problem is my body's been burning up, feeling drained n also a nagging cough and it's getting worse.",pneumonia
"I keep noticing chills, coughing constantly as well as running a temperature and I don't know what to do.",pneumonia
I've been experiencing rapid breathing combined with a nagging cough.,pneumonia
"I have a nagging cough, running a temperature and chills since a few days.",pneumonia
"Doctor, I'm dealing with feeling completely worn out plus chills and I'm worried.",pneumonia
"Recently I've been dealing with exhaustion, feeling feverish, also chills.",pneumonia
"I'm suffering from rapid breathing, chills, a nagging cough and always tired.",pneumonia
"I keep having chills, feeling drained, rapid breathing and coughing constantly.",pneumonia
"I have rapid breathing, high temperature as well as tiredness.",pneumonia
Recently I've been having always tired as well as rapid breathing and it's getting worse.,pneumonia
"I keep noticing a nagging cough, rapid breathing, high temperature and chills.",pneumonia
"I've been dealing with can't stop coughing, chills and breathlessness.",pneumonia
"I'm dealing with hard to breathe, can't stop coughing, tiredness and chills and it's getting worse.",pneumonia
"I've been having getting winded easily, tiredness, chills, high temperature and rapid breathing since a few days.",pneumonia
"Doctor, I'm dealing with always tired, rapid breathing, my body's been burning up, hard to breathe and also chills and I'm worried.",pneumonia
"I have running a temperature, hard to breathe, chills, always tired, rapid breathing plus persistent cough.",pneumonia
"Recently I've been having hard to breathe, feeling completely worn out, chills, feeling feverish plus persistent cough and it's getting worse.",pneumonia
"Lately I've had rapid breathing, a nagging cough and chills recently.",pneumonia
"I have rapid breathing, chills, low energy and can't stop coughing.",pneumonia
"My problem is trouble catching my breath, low energy, rapid breathing, a nagging cough, running a temperature plus chills.",pneumonia
"The issue I'm facing is getting winded easily, tiredness, rapid breathing, my body's been burning up, chills and a nagging cough and it's getting worse.",pneumonia
"I've been experiencing red patches on skin, thickened nails, hot burning sensation and dry skin.",psoriasis
"I keep having dry skin, thickened nails and stinging burn and I'm worried.",psoriasis
"I've been dealing with stinging burn, thickened nails, dry skin, cracked skin plus scaly skin.",psoriasis
"I keep feeling stinging burn, scaly skin and dry skin.",psoriasis
"I keep feeling thickened nails, dry skin, burning feeling, red patches on skin, cracked skin and scaly skin and I don't know what to do.",psoriasis
"I wanted to tell you about dry skin, red patches on skin, scaly skin n cracked skin.",psoriasis
"Lately I've had cracked skin, thickened nails, red patches on skin, dry skin, scaly skin and hot burning sensation.",psoriasis
"I wanted to tell you about thickened nails, red patches on skin, cracked skin and burning feeling.",psoriasis
"Been having stinging burn, thickened nails and dry skin recently.",psoriasis
"I've been dealing with scaly skin, cracked skin as well as red patches on skin recently.",psoriasis
I have burning feeling as well as red patches on skin.,psoriasis
I've been experiencing itchy skin combined with red patches on skin recently.,psoriasis
"I've been experiencing itchy skin, cracked skin as well as hot burning sensation.",psoriasis
"Doctor, I'm dealing with red patches on skin and burning feeling recently.",psoriasis
"I keep experiencing burning feeling, can't stop itching, thickened nails, red patches on skin and cracked skin since a few days.",psoriasis
"I wanted to tell you about severe itching, red patches on skin, thickened nails, cracked skin plus hot burning sensation since a few days.",psoriasis
"Doctor, I've been experiencing thickened nails plus cracked skin and I'm worried.",psoriasis
"I feel burning feeling, red patches on skin and can't stop itching for a while now.",psoriasis
"Over the past few days I've noticed red patches on skin, hot burning sensation, also constant scratching.",psoriasis
I have burning feeling combined with red patches on skin since a few days.,psoriasis
"I've been experiencing dry skin, red patches on skin, thickened nails, cracked skin and also severe itching.",psoriasis
"My problem is itchy skin, cracked skin, dry skin, red patches on skin and also scaly skin recently.",psoriasis
"Doctor, I'm dealing with thickened nails, severe itching and cracked skin.",psoriasis
"I have scaly skin, dry skin, red patches on skin, itchy skin and also thickened nails and it's getting worse.",psoriasis
"I've been dealing with cracked skin, severe itching, scaly skin, dry skin, thickened nails and red patches on skin and I'm worried.",psoriasis
"My problem is scaly skin, constant scratching, dry skin and red patches on skin and I'm worried.",psoriasis
"I've been experiencing thickened nails, cracked skin, scaly skin, dry skin and red patches on skin since a few days.",psoriasis
"I've been experiencing scaly skin, thickened nails and cracked skin recently.",psoriasis
"I've been experiencing scaly skin, itchy skin, dry skin, red patches on skin and thickened nails.",psoriasis
"What's bothering me is scaly skin, cracked skin, severe itching, thickened nails and dry skin for a while now.",psoriasis
"Lately I've had red patches on skin, dry skin and hot burning sensation and I'm worried.",psoriasis
"Lately I've had burning feeling, dry skin combined with red patches on skin since a few days.",psoriasis
"I'm suffering from dry skin, red patches on skin plus hot burning sensation and I'm worried.",psoriasis
"I've been experiencing dry skin, stinging burn, also red patches on skin.",psoriasis
"Recently I've been having dry skin, burning feeling n red patches on skin recently.",psoriasis
"Doctor, I'm dealing with stinging burn, red patches on skin and dry skin and it's getting worse.",psoriasis
"I keep feeling red patches on skin, stinging burn and dry skin and I'm worried.",psoriasis
"I've been dealing with stinging burn, red patches on skin and dry skin for a while now.",psoriasis
"I keep experiencing stinging burn, red patches on skin and dry skin since a few days.",psoriasis
"For a while now I've had dry skin, red patches on skin, also hot burning sensation.",psoriasis
"I'm suffering from dry skin, cracked skin, thickened nails and scaly skin and it's getting worse.",psoriasis
Lately I've had scaly skin and red patches on skin.,psoriasis
"I'm struggling with thickened nails, scaly skin, red patches on skin, dry skin plus cracked skin recently.",psoriasis
"Been having cracked skin, scaly skin plus thickened nails.",psoriasis
"I keep having scaly skin, thickened nails and red patches on skin recently.",psoriasis
"Been having thickened nails, scaly skin and red patches on skin.",psoriasis
"My problem is scaly skin, red patches on skin, cracked skin and thickened nails since a few days.",psoriasis
I keep feeling dry skin and red patches on skin recently.,psoriasis
"I've been going through dry skin, scaly skin, thickened nails and red patches on skin for a while now.",psoriasis
"I'm suffering from thickened nails, dry skin, scaly skin and cracked skin and I'm worried.",psoriasis
I feel facial pain and fluid coming from nose.,sinusitis
I wanted to tell you about facial pain plus nose keeps running since a few days.,sinusitis
I wanted to tell you about nose keeps running and facial pain.,sinusitis
"I've been dealing with facial pain, also constant nasal drip.",sinusitis
I feel facial pain as well as constant nasal drip.,sinusitis
"Been having post-nasal drip, facial pain along with losing my smell since a few days.",sinusitis
"I feel losing my smell, also constant nasal drip.",sinusitis
"I keep feeling fluid coming from nose, losing my smell, post-nasal drip and facial pain.",sinusitis
"I keep feeling facial pain, fluid coming from nose as well as post-nasal drip and I'm worried.",sinusitis
"I've been experiencing constant nasal drip, losing my smell combined with facial pain and I don't know what to do.",sinusitis
"Lately I've had nose keeps running, facial pain plus nasal congestion.",sinusitis
"I wanted to tell you about constant nasal drip, high temperature, my head's been pounding, nasal congestion and facial pain.",sinusitis
I've been experiencing my body's been burning up plus nose keeps running.,sinusitis
"Doctor, I'm struggling with nose keeps running, terrible head pain and nasal congestion for a while now.",sinusitis
"I keep feeling nasal congestion, running a temperature, also nose keeps running recently.",sinusitis
"I keep having losing my smell, nasal congestion, facial pain, post-nasal drip and constant nasal drip.",sinusitis
"Been having facial pain, my head's been pounding, post-nasal drip and nasal congestion for a while now.",sinusitis
"Been having facial pain, losing my smell, constant nasal drip and post-nasal drip and it's getting worse.",sinusitis
"Recently I've been having post-nasal drip, facial pain, throbbing head pain and nose keeps running since a few days.",sinusitis
"I've been experiencing post-nasal drip, losing my smell, throbbing head pain, nose keeps running and nasal congestion.",sinusitis
"I've been dealing with my body's been burning up, post-nasal drip, also facial pain recently.",sinusitis
"I keep having high temperature, post-nasal drip combined with facial pain since a few days.",sinusitis
"I keep feeling post-nasal drip, facial pain combined with feeling feverish and I'm worried.",sinusitis
"Doctor, I'm dealing with running a temperature, facial pain along with post-nasal drip.",sinusitis
"My problem is post-nasal drip, facial pain combined with feeling feverish.",sinusitis
Lately I've had mind keeps wandering along with constant headaches and I'm worried.,sleep apnea
"I've been struggling with snoring so loudly, constant headaches, can't focus at all, dry mouth and also breathing pauses during sleep and I'm worried.",sleep apnea
"I wanted to tell you about dry mouth, breathing pauses during sleep, snoring so loudly and throbbing head pain for a while now.",sleep apnea
"Doctor, I'm dealing with dry mouth, terrible head pain, breathing pauses during sleep and snoring so loudly and I don't know what to do.",sleep apnea
"Been having my head's been pounding, hard to concentrate, breathing pauses during sleep, dry mouth and my partner says I snore terribly and I don't know what to do.",sleep apnea
"I'm suffering from breathing pauses during sleep, dry mouth, can't focus at all and constant headaches.",sleep apnea
"I wanted to tell you about heavy snoring, hard to concentrate, daytime sleepiness, my head's been pounding, irritability, breathing pauses during sleep and also dry mouth and I don't know what to do.",sleep apnea
"Lately I've had lack of focus, daytime sleepiness, breathing pauses during sleep, heavy snoring, irritability and dry mouth.",sleep apnea
"I feel irritability, breathing pauses during sleep along with dry mouth tbh",sleep apnea
"I've been experiencing daytime sleepiness, hard to concentrate, irritability, dry mouth and breathing pauses during sleep.",sleep apnea
"Doctor, I've been having daytime sleepiness, breathing pauses during sleep plus dry mouth for a while now.",sleep apnea
I wanted to tell you about daytime sleepiness and can't focus at all since a few days.,sleep apnea
"I've been dealing with dry mouth, breathing pauses during sleep, daytime sleepiness, heavy snoring plus can't focus at all.",sleep apnea
"I feel breathing pauses during sleep, my partner says I snore terribly, dry mouth, daytime sleepiness and mind keeps wandering for a while now.",sleep apnea
